"mfid","mid","field_name","field_alias","type","is_system","list_view","list_sort","list_order","list_readonly","list_text","link_addr","link_attr","list_align","list_width","list_style","list_format","list_search_op","list_search_label","list_sql","form_sort","form_view","form_view_type","form_readonly","form_required","form_validate_type","form_max_length","form_min_length","form_chk_style","form_live_search","form_data_source","form_style","form_notes","import_data_sql","remark","settings","enabled","last_modify_time","create_time","data_toggle","data_url","data_group","data_width","data_title","data_height","list_search_style","list_search_sort","list_search_dateformat","list_search_extattr","list_search_width","chk_style","lookup_is_back","lookup_list_show","lookup_name","file_size_limit","file_type_exts","file_multi","file_auto","is_lock","file_rename"
"225","26","id","部门ID","BIGINT","true","false","0","0","0","","","","left","","","","","","","1","true","hidden","","false","","","","false","false","","","","","6YOo6ZeoSUQ=","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","true","true","false","","","true","true","0","false"
"226","26","pid","上级部门","BIGINT","true","true","5","0","0","","","","left","","","","","","select dname from k_department where id = ?","2","true","hidden","","false","","","","false","false","/kconf/department/json","","","","5LiK57qn6YOo6Zeo","","0","2017/11/6 16:55:44","2016/12/22 15:09:44","","","","","","","","","","","","","","true","","","","true","true","0","false"
"227","26","dname","部门名称","VARCHAR","true","true","10","0","0","","","","left","","","","like","","","3","true","text","","true","","","","false","false","","","","","6YOo6Zeo5ZCN56ew","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","true","true","true","","","true","true","0","false"
"228","26","short_name","单位简称","VARCHAR","true","true","300","0","0","","","","left","","","","","","","4","true","text","","false","","","","false","false","","","","","5Y2V5L2N566A56ew","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"229","26","pinyin","单位名称拼音","VARCHAR","true","true","300","0","0","","","","left","","","","","","","5","false","text","","false","","","","false","false","","","","","5Y2V5L2N5ZCN56ew5ou86Z+z","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"230","26","type","单位类型","VARCHAR","true","true","15","0","0","","","","left","","","","","","select lvalue from k_lookup where ltid='department_type' and lkey in (?)","6","true","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=department_type","","","","5Y2V5L2N57G75Z6L","","0","2017/11/6 16:55:52","2016/12/22 15:09:44","","","","","","","","","","","","","","true","","","","true","true","0","false"
"231","26","nature","单位属性","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=department_nature","","","","5Y2V5L2N5bGe5oCn","","0","2018/5/29 15:04:59","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"232","26","jcdwid","基层单位","BIGINT","true","true","7","0","0","","","","left","","","","","","select dname from k_department where id = ?","0","false","selectztree","","false","","","","false","false","/kconf/department/json_jcdw","","","","5Z+65bGC5Y2V5L2NaWQ=","","0","2017/11/22 15:22:03","2016/12/22 15:09:44","","","","","","","","","","","","","","true","false","","","true","true","0","false"
"233","26","sort","排序","INT","true","true","300","0","0","","","","left","","","","","","","9","true","text","","true","digits","","","false","false","","","","","5o6S5bqP","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","false","","","","true","true","0","false"
"234","27","menuid","菜单ID","VARCHAR","true","true","1","0","0","","","","left","","","","","","","1","true","text","","false","","","","false","false","","","","","6I+c5Y2VSUQ=","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"235","27","mname","菜单名称","VARCHAR","true","true","2","0","0","","","","","","","","","","","2","true","","","false","","","","","","","","","","6I+c5Y2V5ZCN56ew","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"236","27","murl","菜单地址","VARCHAR","true","true","3","0","0","","","","","","","","","","","3","true","","","false","","","","","","","","","","6I+c5Y2V5Zyw5Z2A","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"237","27","pmenuid","父级菜单","VARCHAR","true","true","4","0","0","","","","","","","","","","","5","true","","","false","","","","","","","","","","54i257qn6I+c5Y2V","","0","2016/12/22 15:09:44","2016/12/22 15:09:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"238","27","ord","排序","INT","true","true","5","0","0","","","","left","","","","","","","6","true","text","","false","digits","","","false","false","","","","","5o6S5bqP","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"239","28","id","用户ID","BIGINT","true","false","10","0","0","","","","left","","","","","","","10","true","hidden","","false","","","","false","false","","","","","55So5oi3SUQ=","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","false","true","true","false","","","true","true","0","false"
"240","28","dept_id","部门","BIGINT","true","true","30","0","0","","","","left","","","","","","SELECT dname FROM k_department WHERE id =?","200","true","selectztree","","true","","","","false","false","/kconf/department/selfjson","","","","6YOo6ZeoSUQ=","","0","2018/5/18 10:24:34","2016/12/22 15:09:45","","","record","","","","","","","","","","true","true","false","","","true","true","0","false"
"241","28","uname","用户姓名","VARCHAR","true","true","20","0","0","","","","left","","","","=","","","30","true","text","","true","","","","false","false","","","","","55So5oi35aeT5ZCN","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","true","true","true","","","true","true","0","false"
"242","28","uname_pinyin","姓名拼音","VARCHAR","true","false","40","0","0","","","","left","","","","","","","40","false","text","","false","","","","false","false","","","","","5aeT5ZCN5ou86Z+z","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"243","28","uaccount","登录账户","VARCHAR","true","true","50","0","0","","","","left","","","","=","","","50","true","hidden","readonly","false","","","","false","false","","","","","55m75b2V6LSm5oi3","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"244","28","upwd","登录密码","VARCHAR","true","false","60","0","0","","","","left","","","","","","","60","false","text","","false","","","","false","false","","","","","55m75b2V5a+G56CB","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"245","28","role_id","角色","BIGINT","true","true","70","0","0","","","","left","","","","","","select rname from k_role where id = ?","70","true","selectpicker","","true","","","","false","false","/kconf/role/json","","","","6KeS6Imy","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","true","false","","","","true","true","0","false"
"246","28","idcard","身份证","VARCHAR","true","false","90","0","0","","","","left","","","","","","","300","false","password","","true","","","","false","false","","","","","6Lqr5Lu96K+B","","0","2018/5/10 14:52:48","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"247","28","tel","电话","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","false","password","","false","","","","false","false","","","","","55S16K+d","","0","2018/5/18 10:28:46","2016/12/22 15:09:45","","","","","","","","","","","","","true","true","","","","true","true","0","false"
"248","28","qualification","三种人资质","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","hidden","","false","","","","true","false","/kconf/lookup/json?typeid=qualification_type","","","","5LiJ56eN5Lq66LWE6LSo","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","false","false","false","","","true","true","0","false"
"249","28","headpic","头像","VARCHAR","true","true","110","0","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","5aS05YOP","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"250","28","sign","签名","VARCHAR","true","true","120","0","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","562+5ZCN","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"251","28","remark","备注","VARCHAR","true","false","300","0","0","","","","left","100","","","","","","300","true","hidden","","false","","","","false","false","","","","","5aSH5rOo","","0","2016/12/22 15:09:45","2016/12/22 15:09:45","","","","","","","","","","","","","","false","","","","true","true","0","false"
"520","27","type","菜单类型 model:模块菜单 parent:父级  sub:子级","VARCHAR","true","false","1","0","0","","","","left","","","","","","","1","false","text","","false","","","","false","false","","","","","6I+c5Y2V57G75Z6LIG1vZGVsOuaooeWdl+iPnOWNlSBwYXJlbnQ654i257qnICBzdWI65a2Q57qn","","0","2017/2/13 16:34:01","2017/2/13 16:34:01","","","","","","","","","","","","","","","","","","true","true","0","false"
"542","27","icon","显示图标","varchar(100)","","true","6","0","0","","","","left","","","","","","","7","true","text","","true","","","","false","false","/kconf/lookup/json?typeid=icon_name","","","","","","0","2017/3/18 10:42:03","2017/3/18 10:42:03","","","","","","","","","","","","","","","","","","true","true","0","false"
"566","35","id","序号","INT","true","true","1","0","0","","","","left","","","","","","","1","true","text","","false","","","","false","false","","","","","5pel5b+X5Li76ZSu","","0","2017/3/19 17:35:43","2017/3/19 17:35:43","","","","","","","","","","","","","","","","","","true","true","0","false"
"567","35","lwho","谁","VARCHAR","true","true","2","0","0","","","","left","","","","like","","","2","true","text","","false","","","","false","false","","","","","","","0","2017/3/19 17:35:43","2017/3/19 17:35:43","","","","","","","","","","","","","","","","","","true","true","0","false"
"568","35","lwhen","时间","DATETIME","true","true","3","0","0","","","","left","","","","","","","3","true","text","","false","","","","false","false","","","","","","","0","2017/3/19 17:35:43","2017/3/19 17:35:43","","","","","","","","","","","","","","","","","","true","true","0","false"
"569","35","lwhat","操作内容","TEXT","true","true","4","0","0","","","","left","","","","","","","4","true","text","","false","","","","false","false","","","","","","","0","2017/3/19 17:35:43","2017/3/19 17:35:43","","","","","","","","","","","","","","","","","","true","true","0","false"
"570","35","lwhere","地点","VARCHAR","true","true","5","0","0","","","","left","","","","","","","5","true","text","","false","","","","false","false","","","","","","","0","2017/3/19 17:35:43","2017/3/19 17:35:43","","","","","","","","","","","","","","","","","","true","true","0","false"
"571","35","type","日志类型(login)","VARCHAR","true","true","1","0","0","","","","","","","","","","","1","true","","","false","","","","","","","","","","5pel5b+X57G75Z6LKGxvZ2luKQ==","","0","2017/3/19 18:31:11","2017/3/19 18:31:11","","","","","","","","","","","","","","","","","","true","true","0","false"
"695","26","relevant","归口部门","","","false","300","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=relevant","","","","","","0","2018/5/29 15:04:45","2017/3/25 03:45:47","","","","","","","","","","","","","","false","","","","true","true","0","false"
"696","28","audit_type","审核类型","varchar(255)","","true","200","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","true","false","/kconf/lookup/json?typeid=audit_type","","","","","","0","2018/5/18 10:29:15","2017/3/25 04:05:39","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1273","35","platform","登录方式","varchar(32)","","true","10","1","0","","","","left","","","","","","","","true","hidden","","true","","","","false","false","/kconf/lookup/json?typeid=platform","","","","","","0","2017/3/28 21:03:03","2017/3/28 21:03:03","","","","","","","","","","","","","","","","","","true","true","0","false"
"1278","28","jd_user_type","人员监督类型","varchar(32)","","false","250","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=jd_user_type","","","","","","0","2018/5/18 10:29:19","2017/3/29 09:12:06","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1297","28","manager_user_type","职位","varchar(100)","","true","500","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=manager_user_type","","","","","","0","2018/5/18 10:28:52","2017/4/13 12:57:55","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1327","28","score","安全分值","int","","false","500","1","0","","","","left","","","","","","","300","false","hidden","","false","digits","","","false","false","","","","","","","0","2018/5/18 10:29:09","2017/4/25 21:39:16","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1328","26","classification","资质分类","varchar(100)","","false","300","1","0","","","","left","","","","","","","50","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=classification","","","","","","0","2017/4/25 21:57:47","2017/4/25 21:57:47","","","","","","","","","","","","","","","","","","true","true","0","false"
"1329","26","legal_person","法人代表","varchar(100)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:04:50","2017/4/25 22:04:50","","","","","","","","","","","","","","","","","","true","true","0","false"
"1330","26","registered_capital","注册资本","varchar(100)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:05:34","2017/4/25 22:05:34","","","","","","","","","","","","","","","","","","true","true","0","false"
"1331","26","addr","单位地址","varchar(255)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:05:53","2017/4/25 22:05:53","","","","","","","","","","","","","","","","","","true","true","0","false"
"1332","26","trade","从事行业","varchar(255)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:07:21","2017/4/25 22:07:21","","","","","","","","","","","","","","","","","","true","true","0","false"
"1333","26","level","资质等级","varchar(255)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:07:44","2017/4/25 22:07:44","","","","","","","","","","","","","","","","","","true","true","0","false"
"1334","26","agency","颁发机构","varchar(255)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:08:24","2017/4/25 22:08:24","","","","","","","","","","","","","","","","","","true","true","0","false"
"1335","26","contacter","联系人","varchar(100)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:08:52","2017/4/25 22:08:52","","","","","","","","","","","","","","","","","","true","true","0","false"
"1336","26","contact_phone","联系电话","varchar(100)","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/4/25 22:09:20","2017/4/25 22:09:20","","","","","","","","","","","","","","","","","","true","true","0","false"
"1337","26","score","年度积分","int","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","digits","","","false","false","","","","","","","0","2017/4/25 22:09:53","2017/4/25 22:09:53","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1439","26","is_zg_dept","主管单位","varchar(20)","","false","300","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=yes_no","","","","","5ZCm","0","2018/5/29 15:05:18","2017/5/11 21:25:33","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1604","","","","","","","0","0","0","","","","","","","","","","","0","","","","false","","","","","","","","","","","","0","2017/5/17 10:21:29","2017/5/17 10:21:29","","","","","","","","","","","","","","","","","","true","true","0","false"
"1609","26","plan_type","报送计划类型","varchar(255)","","false","300","1","0","","","","left","","","","","","","300","false","selectpicker","","false","","","","true","false","/app/datasource/planType","","","","","","0","2018/4/4 19:24:17","2017/5/19 15:39:08","","","","","","","","","","","","","","false","","","","true","true","0","false"
"1956","28","qualification_principal","工作负责人资质","VARCHAR","","true","100","1","0","","","","left","80","","","","","","110","false","text","","false","","","","false","false","","clear:left","","","","","0","2017/6/2 10:32:32","2017/6/2 10:32:32","","","","","","","","","","","","","","false","false","","","","","0","false"
"1957","28","qualification_gzxkr","工作许可人资质","VARCHAR","","true","105","1","0","","","","left","80","","","","","","120","false","text","","false","","","","false","false","","","","","","","0","2017/6/2 10:36:08","2017/6/2 10:36:08","","","","","","","","","","","","","","false","false","","","","","0","false"
"1958","28","qualification_gzpqfr","工作票签发资质","VARCHAR","","true","95","1","0","","","","left","80","","","","","","130","false","text","","false","","","","false","false","","","","","","","0","2017/6/2 10:37:29","2017/6/2 10:37:29","","","","","","","","","","","","","","false","false","","","","","0","false"
"1959","28","position","岗位","VARCHAR","","true","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","clear:left","","","","","0","2018/5/18 10:28:56","2017/6/2 10:57:28","","","","","","","","","","","","","","false","false","","","","","0","false"
"1962","28","jcdwid","基层单位","","","true","25","1","0","","","","left","","","","","","select dname from k_department where id = ?","","false","hidden","","false","","","","false","false","","","","","","","0","2017/6/8 17:25:11","2017/6/8 17:25:11","","","","","","","","","","","","","true","true","false","","","","","0","false"
"1974","28","dname","部门名称","","","false","300","1","0","","","","left","","","","","","","300","false","text","","false","","","","false","false","","","","","","","0","2017/6/16 22:34:04","2017/6/16 22:34:04","","","","","","","","","","","","","true","false","false","","","","","0","false"
"2245","27","mid","模型ID","BIGINT","","true","4","1","0","","","","left","","","","","","","4","true","selectpicker","","false","","","","false","false","/app/datasource/findModel","","","","","","0","2017/7/6 17:25:52","2017/7/6 17:25:52","","","","","","","","","","","","","","false","false","","","","","0","false"
"578939360715247616","72","mid","模型ID","BIGINT","true","false","300","0","0","","","","left","","","","","","","300","true","hidden","","false","","","","false","false","","","","","5qih5Z6LSUQ=","","0","2017/7/11 22:26:30","2017/7/11 22:26:30","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939360962711552","72","mname","模型名称","VARCHAR","true","true","297","0","0","","","","left","","","","like","","","297","true","text","","true","","","","false","false","","","","","5qih5Z6L5ZCN56ew","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939361205981184","72","mtable","表名称","VARCHAR","true","true","298","0","0","","","","left","","","","like","","","300","true","text","","true","","","","false","false","","","","","6KGo5ZCN56ew","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939361428279296","72","remark","备注","TEXT","true","true","300","0","0","","","","left","","","","","","","300","true","text","","true","","","","false","false","","clear:left;width:480px;","","","5aSH5rOo","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939362229391360","73","mfid","","BIGINT","true","false","300","0","0","","","","left","","","","","","","300","true","hidden","","false","","","","false","false","","","","","","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939362451689472","73","mname","模型名称","VARCHAR","true","true","5","0","0","","","","left","","","","","","","0","true","text","readonly","false","","","","false","false","","","","","5qih5Z6L5ZCN56ew","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939362694959104","73","lable_name","显示的字段描述","VARCHAR","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pi+56S655qE5a2X5q615o+P6L+w","","0","2018/1/18 11:10:41","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939363038892032","73","field_name","字段名","VARCHAR","true","true","300","0","0","","","","left","","","","like","","","5","true","text","","true","","","","false","false","","","","","5pi+56S655qE5a2X5q615a+55bqU55qE5pWw5o2u5bqT5a2X5q615ZCNIOWkmuS4quS7pemAl+WPt+WIhuWJsg==","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939363290550272","73","sort","排序","INT","true","true","300","1","0","","","","left","","","","","","","300","true","text","","true","","","","false","false","","","","","5o6S5bqP","MTA=","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939363529625600","73","line_count","一行显示的布局个数","INT","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5LiA6KGM5pi+56S655qE5biD5bGA5Liq5pWw","MQ==","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939363760312320","73","field_type","字段数据类型","VARCHAR","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5a2X5q615pWw5o2u57G75Z6LKGVnOnN0cmluZyxkYXRlX3RpbWUp","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939364200714240","73","field_format","日期格式化","VARCHAR","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pWw5o2u5qC85byP5YyWKHl5eXktTU0tZGQp","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939364485926912","73","click_event","点击事件类型","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","54K55Ye75LqL5Lu257G75Z6LKGVnOmNhbGwp","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939364708225024","73","long_event","长按事件类型","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","true","","","false","","","","","","","","","","6ZW/5oyJ5LqL5Lu257G75Z6L","","0","2017/7/11 22:26:31","2017/7/11 22:26:31","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939364959883264","73","lable_icon","字段描述的icon","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5a2X5q615o+P6L+w55qEaWNvbijpobrluo8g5bem5LiK5Y+z5LiL77yJ5Lul6YCX5Y+35YiG5Ymy","","0","2018/1/18 11:11:34","2017/7/11 22:26:31","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939365190569984","73","field_icon","字段的icon","VARCHAR","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pi+56S65a2X5q6155qEaWNvbijpobrluo8g5bem5LiK5Y+z5LiL77yJ5Lul6YCX5Y+35YiG5Ymy","","0","2017/7/11 22:26:32","2017/7/11 22:26:32","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939365417062400","73","field_left","字段左侧描述","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pi+56S65a2X5q615bem6L6555qE5o+P6L+wIOWkmuS4quS7pemAl+WPt+WIhuWJsg==","","0","2017/7/11 22:26:32","2017/7/11 22:26:32","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939365639360512","73","field_right","字段右侧描述","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pi+56S65a2X5q615Y+z6L6555qE5o+P6L+wIOWkmuS4quS7pemAl+WPt+WIhuWJsg==","","0","2017/7/11 22:26:32","2017/7/11 22:26:32","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939365899407360","73","default_value","默认值","VARCHAR","true","true","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","5pi+56S65a2X5q615Li656m65pe2IOeahOm7mOiupOWAvA==","","0","2017/7/11 22:26:32","2017/7/11 22:26:32","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939366134288384","73","lable_color","lable字体颜色","VARCHAR","true","false","300","0","0","","","","left","","","","","","","300","true","text","","false","","","","false","false","","","","","bGFiZWzlrZfkvZPpopzoibI=","","0","2018/1/18 11:07:42","2017/7/11 22:26:32","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578939366352392192","73","field_color","显示字段颜色","VARCHAR","true","false","300","0","0","","","","","","","","","","","300","true","","","false","","","","","","","","","","5pi+56S65a2X5q616aKc6Imy","","0","2017/7/11 22:26:32","2017/7/11 22:26:32","","","","","","","","","","","","","","","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578953572720087040","74","mid","模块ID","BIGINT","true","false","300","0","0","","","","left","","","","","","","300","true","hidden","","false","","","","false","false","","","","","5qih5Z2XSUQ=","","0","2017/7/11 23:22:59","2017/7/11 23:22:59","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578953572938190848","74","pmid","父级模块名称","BIGINT","true","true","300","0","0","","","","left","","","","=","","select mname from e_pad_module_config where mid = ?","299","true","selectpicker","","false","","","","false","false","/app/padmoduleconfig/lookup","","","","5qih5Z2XSUQ=","","0","2017/7/11 23:22:59","2017/7/11 23:22:59","","","","","","","","10","","","","true","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578953573156294656","74","mname","模块名称","VARCHAR","true","true","0","0","0","","","","left","","","","like","","","297","true","text","","true","","","","false","false","","","","","5qih5Z2X5ZCN56ew","","0","2017/7/11 23:22:59","2017/7/11 23:22:59","","","","","","","","5","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578953573391175680","74","is_allow","是否授权","INT","true","true","300","0","0","","","","left","","","","","","","300","true","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=1_0","","","","5piv5ZCm5o6I5p2D","","0","2017/7/11 23:22:59","2017/7/11 23:22:59","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
"578953573617668096","74","is_forbiden","是否禁用","INT","true","true","300","0","0","","","","left","","","","","","","300","true","selectpicker","","false","","","","false","false","/kconf/lookup/json?typeid=1_0","","","","5piv5ZCm56aB55So","","0","2017/7/11 23:22:59","2017/7/11 23:22:59","","","","","","","","","","","","","","false","false","10240000","*.png;*.gif;*.jpg;*.doc;*.docx;*.zip;*.rar;*.xls;*.xlsx","true","true","0","false"
